,P,F
483,194.90817976023135,32558.931236916396
484,195.8698421475167,32750.757330360062
485,196.85373765925306,32943.445201646224
486,198.0820390758982,33137.376070968574
487,198.9351807184854,33332.15938104959
488,199.73923406109176,33527.6076259243
489,200.92598698171332,33724.29999937704
490,202.03362467471368,33922.13881169325
491,203.03153952478388,34121.1089423452
492,204.09662337485827,34321.03418763823
493,205.15225608346307,34521.8415139745
494,206.03910045642587,34723.74519852815
495,207.0893253393399,34926.48947848072
496,208.84939736659953,35130.95690149605
497,209.65903521840167,35336.742442614704
498,210.60688043879443,35542.958547554495
499,211.48326434793904,35750.12431741655
500,212.3120218070087,35957.965098304136
501,213.8697088458024,36167.43073045763
502,214.7200538475308,36377.82558484106
503,215.87149217112628,36589.227002872794
504,217.08942374042175,36801.92850306459
505,217.8905545449153,37015.39101400758
506,219.2633995601528,37230.11123499575
507,220.2815942607682,37445.997584747434
508,221.2580384670057,37662.661563093454
509,222.89082591878164,37881.00906007184
510,223.6976453690742,38100.197549564036
511,224.70624077028722,38320.291884514365
512,225.90955064829302,38541.59815700633
513,226.87621599531815,38763.75318075479
514,227.8658355186655,38987.09550454088
515,229.4261767579512,39211.86734470153
516,231.06131804691555,39438.2078101645
517,231.9850604311206,39665.70821639353
518,233.1569598417943,39894.13950928087
519,234.14869930909444,40123.67505989781
520,235.16882791008734,40354.07084669821
521,236.81436968229835,40586.12137463224
522,237.8580453497866,40819.14999819239
523,238.87017526422673,41053.229785283365
524,240.08535988184383,41288.525268428115
525,241.03977413021076,41524.906403630644
526,242.6835033563462,41762.70501099602
527,243.6790402132508,42001.79978952552
528,244.7803390230294,42241.69975979871
529,246.22534959978583,42483.11982152605
530,247.37427675650414,42725.593827273726
531,248.60133045824065,42969.29612623631
532,249.80116670166294,43214.07558816386
533,250.92502059484355,43460.08613775054
534,251.91110874747818,43707.15498069212
535,253.86252563963538,43955.9601007814
536,255.00742280714292,44206.07990375494
537,256.0288414836454,44457.01010693364
538,256.93911973571824,44708.788608553834
539,257.98632223505246,44961.686289919686
540,259.2102229665195,45215.712227346005
541,261.4082710276959,45472.04850689144
542,262.8599823171085,45730.04577932458
543,264.02826737302894,45988.86410759708
544,265.15195656503676,46248.968472970926
545,266.13923793792276,46509.965076091044
546,268.28382016945784,46772.97085884929
547,269.4646380623482,47037.68392898157
548,270.88270229058105,47303.323453620345
549,272.0203227837647,47570.21952011262
550,273.31801299944595,47838.14196448806
551,274.758240696006,48107.62424834183
552,276.1082171050214,48378.39323940711
553,277.8466654716817,48651.02611508635
554,279.1915389506257,48923.23117603556
555,280.68152310702425,49196.52189152433
556,281.9680817977958,49471.15400491285
557,283.1344138366587,49746.909357240875
558,284.13851673454974,50023.52983052199
559,285.16697206625133,50301.18994908733
560,286.400789008685,50580.11120912091
561,288.1168981793755,50860.667527143385
562,289.42573679214723,51142.59786972157
563,290.28030458639296,51425.238208158626
564,291.62022864104966,51709.29031341319
565,292.68654713654223,51994.58573728565
566,294.85290622777376,52281.75212393614
567,296.5684744622433,52570.81651947386
568,298.437956796949,52861.596501227155
569,299.59937673372303,53153.79855092084
570,301.40682764060534,53447.55095137746
571,302.9370419236098,53742.8249916518
572,304.409341868947,54039.499832175185
573,305.4457237549008,54337.36439387106
574,307.21712197596685,54636.89617153746
575,308.3948725929844,54937.647270920046
576,310.2637795052162,55240.13183416083
577,311.6789001014749,55544.21543965012
578,312.8929418108053,55849.35059259233
579,314.0383038632617,56155.503613631765
580,315.32281557188014,56462.99966113599
581,317.40392272500696,56772.52648643116
582,319.1160583592362,57083.800188499765
583,320.27139033269935,57395.269366415545
584,321.2854242140706,57707.671916142375
585,322.4918532076298,58021.19715703232
586,324.04006300661825,58336.21770944247
587,325.5130315705129,58652.746030584785
588,326.821573017421,58970.400008728386
589,327.9764408491257,59289.24063203572
590,329.6124935496192,59609.68882665093
591,331.3755331608803,59932.106367982284
592,333.51278163913804,60256.59574423628
593,335.16145882566605,60582.74447692909
594,337.0217129589811,60910.79012194313
595,338.71413550517445,61240.38130839156
596,341.61295423879045,61572.88460122832
597,342.987380541673,61907.25286254608
598,344.9171221119968,62242.94805531937
599,346.41641927112585,62580.230424491165
600,347.8143117568572,62918.94429248643
601,349.73234086135733,63259.266784967425
602,351.38108760055513,63601.39383678466
603,352.82405565572407,63944.961754490134
604,353.85666478227006,64289.64133222719
605,355.14606460015636,64635.36595295609
606,357.1983039859287,64983.12687778093
607,359.24968975030134,65333.00077317149
608,360.4699387429228,65684.09096653221
609,361.97173516240434,66036.59056717332
610,362.99740081433146,66390.13942689836
611,365.0095758002052,66745.57084532263
612,366.59171934961455,67100.88255482868
613,368.1349073181066,67457.33718859055
614,369.63670543464565,67815.51651795609
615,371.1682649040382,68175.21073997805
616,373.16739606411545,68536.77028659932
617,375.3349127874757,68900.63674556391
618,377.98289791630816,69266.9746489526
619,379.7648268484617,69635.46847251232
620,381.70755544526645,70005.69597136976
621,383.6994886712732,70377.53742089828
622,385.59781193049014,70751.51356389227
623,387.32342379820443,71127.10684479508
624,389.0578873228494,71504.56421939067
625,390.7513133088797,71883.5890583368
626,392.75217152455707,72264.5848819254
627,394.4693320296658,72647.3820793366
628,395.8110840325056,73031.48326793488
629,397.83975181588625,73417.55212769155
630,399.28179347071693,73805.24283979267
631,401.1814173126821,74194.52237032728
632,402.89335928228957,74585.54315155557
633,404.4886563602943,74978.02123917999
634,405.81976501420604,75371.98549771894
635,407.33936206953854,75767.32400901968
636,409.0824838532256,76164.46458961262
637,410.96477621147835,76563.34586608122
638,412.75050362108203,76963.86223252163
639,414.5732228197549,77365.28257623868
640,416.2707443307571,77766.6631459349
641,418.3438953194006,78169.93835724701
642,420.82526274954415,78575.72643764739
643,422.5112064427637,78982.91121165309
644,425.0390645424544,79392.87352324963
645,426.84122021451833,79804.59824781682
646,429.67828475269454,80219.15371869205
647,431.1520423219842,80635.60510192793
648,433.53788183159025,81053.74392771695
649,435.7021230516722,81474.51412913957
650,437.88035292126386,81897.26857271792
651,440.4263768562358,82322.3643452465
652,441.68217892717087,82748.83189919911
653,443.310764818346,83176.63825404097
654,445.1286485322986,83606.68794869549
655,447.05096629215205,84038.302086069
656,449.16111735469343,84472.03410586591
657,451.02712664545015,84907.59599815514
658,452.7775749841982,85344.84162346195
659,454.391446774396,85783.75072928144
660,455.636836254528,86223.99425060189
661,457.84144573553374,86666.20886320267
662,459.5977048914985,87110.37137561456
663,461.2448514377722,87555.85716119783
664,463.27219723438725,88003.51705152969
665,464.7486202703085,88452.58460929459
666,467.39339934450675,88904.18477053642
667,469.3432573938651,89358.08258349566
668,472.492006526595,89813.73052948088
669,474.81404952542005,90267.3518331326
670,477.43427246834494,90723.12222837904
671,480.6952270224604,91182.00178254314
672,482.4910717934737,91643.15060478162
673,484.15149081537834,92105.57860365538
674,486.49622117577087,92570.42760244913
675,488.5876079815249,93037.33803456694
676,491.11936824324675,93506.6088005404
677,493.27658583881265,93977.92671677927
678,495.5144083338619,94451.77493631224
679,497.4461329692628,94927.44290002422
680,499.1548973408264,95404.93157434155
681,501.07398864010923,95884.04727915314
682,502.67181163755055,96364.72547280321
683,504.76294176311137,96847.30223523885
684,506.86814499816944,97332.20385343359
685,508.735307332865,97818.9142444156
686,510.4998874027506,98307.23865985249
687,512.1794166917894,98797.28768964208
688,513.6539903083989,99288.62582356264
689,515.9049384176515,99782.25190749433
690,518.7348337629358,100278.69611001704
691,520.7672609987831,100775.51242798545
692,523.4235250752979,101274.61995719245
693,525.7140879877146,101776.13665593164
694,528.2078904987677,102280.24007638132
695,530.8610683619012,102784.91680653377
696,534.2586374406982,103291.91103367088
697,536.2470804459334,103796.80318795869
698,538.6589104135588,104304.23166497059
699,541.2913326304202,104814.39164971639
700,543.1640608775468,105326.60553129466
701,545.9544193560803,105841.10967338085
702,547.7877088946283,106357.58661230114
703,550.5380386111832,106876.65654120974
704,552.9310667130504,107398.28972569246
705,555.1671657104713,107922.02011259658
706,557.1455912074332,108447.789413195
707,559.3047181412419,108975.57900145785
708,560.8403044882469,109504.7914286129
709,562.8535828739059,110035.96707446843
710,564.9999816280093,110569.31526642125
711,566.6086337928066,111104.37198352838
712,568.8241471310668,111641.46084519221
713,571.7229881695785,112181.48159840763
714,573.7063544619166,112723.58135976513
715,576.1678208380206,113267.89520043833
716,578.5323764850554,113814.59585497047
717,580.5729135228307,114363.3223721949
718,583.1975066668122,114913.62666760571
719,586.4047271752199,115467.17784981416
720,588.3957016805601,116021.07338266246
721,592.0900763193326,116578.09260205044
722,595.0183952002095,117137.74275622306
723,597.020216592161,117696.00654226838
724,599.7701809956598,118256.79934800629
725,603.0479268326063,118821.07354644497
726,606.0546343201491,119383.76469685168
727,608.5924638632218,119948.42012097305
728,610.3311286167971,120514.96308058927
729,612.5038978769938,121083.47451970431
730,615.292207148358,121654.86083845637
731,617.5458006797521,122228.5407639777
732,619.7697280001402,122804.13985326297
733,622.0307243057491,123382.01376307043
734,623.8624098578583,123961.5719523645
735,626.2087221723608,124543.4109997733
736,627.9612870347394,125127.40658603238
737,630.199715097772,125713.20733134045
738,633.3457420944919,126302.15998661933
739,635.9262851795374,126893.97793721606
740,638.3995463225006,127487.96763993111
741,641.259075049478,128084.90170094406
742,643.5282717642729,128684.24979444846
743,645.8258562608086,129285.42519788537
744,648.6695589933216,129889.57882651319
745,651.5787590396891,130496.70360289572
746,654.6234579114653,131105.049501958
747,656.7855120994506,131714.25695583763
748,658.733107212518,132325.4756560806
749,661.8393121816334,132939.70906208185
750,665.9708430402297,133558.52710818627
751,669.4445328567862,134171.99822805217
752,672.0761988283455,134785.58976984402
753,674.78960678538,135401.8397623415
754,677.20778003441,136017.44990510782
755,679.4861759808168,136635.34046996408
756,681.4835985852293,137255.17414118943
757,684.314163028931,137877.79421228592
758,686.61314877825,138502.6047694298
759,688.759682662626,139129.70382520833
760,691.0633514220797,139758.89507266556
761,693.8594728047124,140390.87806359865
762,695.7645782899657,141024.86365871216
763,698.8745550759934,141661.7590755646
764,702.3587362903643,142302.25695759172
765,705.0798555112221,142945.33642671327
766,707.6839266125193,143591.15966104576
767,709.9445906259754,144239.09078261667
768,712.1527468102353,144889.38133946876
769,715.7723715846005,145542.94874832497
770,717.8093596396087,146199.1691207228
771,721.6559415299173,146858.71415384443
772,724.5172909016666,147520.51213087727
773,726.9904952264454,148182.59600132424
774,729.3132508692463,148846.73372635167
775,731.9965908322458,149513.63504071205
776,734.6887554578517,150183.20674113088
777,738.7432848783195,150855.7721353362
778,741.2168287999181,151524.04000300646
779,743.8910174891536,152191.9205267921
780,746.8316363200873,152862.67180562788
781,748.9304240145185,153534.44614017394
782,751.2775786559391,154208.41630263775
783,753.518221445669,154884.53025709031
784,756.4928456069625,155563.65774249344
785,760.193480460849,156246.23697633127
786,763.1690464247481,156932.42388980385
787,765.6009111324695,157620.48546745817
788,768.1432517731553,158311.02715799754
789,770.966797619426,159004.24673470916
790,773.9211555068051,159700.4710984852
791,777.3700319413225,160400.30883833853
792,779.9772935693314,161102.78760230748
793,783.4029687204242,161808.56160996112
794,785.7245328092263,162516.76329429453
795,788.7773224339371,163227.80357524997
796,791.7802842638304,163941.97112591553
797,794.6301850660781,164658.9697253164
798,797.2077038592284,165378.42428295108
799,801.4295760409899,166102.0876974461
800,803.750433772881,166822.61425901594
801,806.4611990531661,167545.26723351877
802,808.953492943826,168270.3808124549
803,811.6252745677597,168998.0163989832
804,815.3117025643236,169726.45918368973
805,818.4473550862014,170452.8658188397
806,822.336611356817,171180.4823730566
807,824.3319621275388,171908.86625208912
808,826.0590874437834,172638.63588867756
809,829.342817269557,173371.7700728367
810,833.0947414269583,174108.68759545678
811,836.1174927196573,174847.69224491186
812,839.6846340760375,175590.31038958603
813,843.8095879629138,176337.28931680237
814,847.1258288302058,177085.61416901942
815,850.3620691327476,177836.9871965726
816,853.246764349269,178590.965715187
817,856.1231671872853,179347.88110975415
818,858.9852066556734,180107.7300476245
819,862.6573683212372,180871.09284145897
820,865.3368086687657,181637.32641118413
821,869.2700445209895,182407.28303075716
822,872.0374615215329,183180.20285405888
823,874.0634255797937,183954.71814401334
824,876.4047491656784,184731.45894437275
825,879.192356581946,185511.16990322238
826,884.7877545439982,186295.47140046413
827,887.088077123249,187073.7416502104
828,889.2471583864248,187853.4634691555
829,891.7620302682673,188635.6089536105
830,895.0132955193554,189420.9850357202
831,898.0913874035441,190205.62028112734
832,902.9246536912428,190994.06088532697
833,907.430033694171,191778.5375867439
834,910.1674235215673,192561.97507068346
835,913.5577466302067,193348.8148430541
